Y/M/D,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2021-06-11,Italy,Australia,3,0,25,25,25,-,-,20,22,14,-,-,20,17,2,1,-,17,0,9,26,2,2,4,8,1,3,21,25,8,0,5,13,15,5,20,8,0,19,27
2021-06-11,Serbia,United States,3,1,25,25,19,27,-,23,17,25,25,-,19,15,3,1,-,15,3,6,24,3,6,1,10,1,3,20,24,6,1,11,18,5,7,13,5,0,17,22
2021-06-11,Serbia,United States,3,1,25,25,19,27,-,23,17,25,25,-,20,14,4,2,-,14,2,4,20,4,1,4,9,2,2,21,25,2,2,9,13,5,7,12,3,0,17,20
2021-06-11,Serbia,United States,3,1,25,25,19,27,-,23,17,25,25,-,11,10,1,0,-,10,5,7,22,1,4,0,5,0,3,16,19,7,4,8,19,6,5,11,7,0,15,22
2021-06-11,Serbia,United States,3,1,25,25,19,27,-,23,17,25,25,-,21,16,3,2,-,16,2,9,27,3,6,2,11,2,5,20,27,4,0,16,20,4,8,13,4,0,20,24
2021-06-11,United States,Serbia,1,3,23,17,25,25,-,25,25,19,27,-,16,13,2,1,-,13,3,12,28,2,5,2,9,1,6,17,24,7,1,13,21,7,5,12,4,0,22,26
2021-06-11,United States,Serbia,1,3,23,17,25,25,-,25,25,19,27,-,14,11,1,2,-,11,5,12,28,1,5,1,7,2,4,11,17,10,2,11,23,2,3,5,9,0,19,28
2021-06-11,United States,Serbia,1,3,23,17,25,25,-,25,25,19,27,-,22,13,5,4,-,13,3,9,25,5,3,0,8,4,6,15,25,9,0,7,16,4,4,8,6,0,18,24
2021-06-11,United States,Serbia,1,3,23,17,25,25,-,25,25,19,27,-,18,18,0,0,-,18,4,5,27,0,5,1,6,0,5,20,25,13,2,7,22,5,7,12,7,0,21,28
2021-06-11,Canada,France,1,3,25,21,22,17,-,20,25,25,25,-,18,13,5,0,-,13,5,9,27,5,6,4,15,0,4,21,25,5,0,13,18,13,3,16,8,1,20,29
2021-06-11,Canada,France,1,3,25,21,22,17,-,20,25,25,25,-,15,13,2,0,-,13,4,10,27,2,6,5,13,0,7,14,21,11,4,7,22,10,3,14,9,0,19,28
2021-06-11,Canada,France,1,3,25,21,22,17,-,20,25,25,25,-,18,16,1,1,-,16,7,12,35,1,6,7,14,1,3,19,23,7,0,15,22,15,3,19,7,1,28,36
2021-06-11,Canada,France,1,3,25,21,22,17,-,20,25,25,25,-,11,10,1,0,-,10,9,12,31,1,5,4,10,0,3,14,17,7,0,15,22,9,2,13,3,0,26,29
2021-06-11,France,Canada,3,1,20,25,25,25,-,25,21,22,17,-,14,10,4,0,-,10,8,10,28,4,3,3,10,0,2,18,20,6,0,15,21,8,7,16,3,1,26,30
2021-06-11,France,Canada,3,1,20,25,25,25,-,25,21,22,17,-,15,9,2,4,-,9,4,8,21,2,3,7,12,4,3,18,25,7,0,7,14,7,5,13,6,0,15,21
2021-06-11,France,Canada,3,1,20,25,25,25,-,25,21,22,17,-,17,14,3,0,-,14,2,14,30,3,6,3,12,0,2,22,24,9,1,10,20,14,3,18,4,1,27,32
2021-06-11,France,Canada,3,1,20,25,25,25,-,25,21,22,17,-,18,13,5,0,-,13,4,10,27,5,1,4,10,0,3,22,25,5,0,9,14,10,5,17,6,0,21,27
2021-06-11,Brazil,Poland,3,0,25,28,25,-,-,17,26,19,-,-,20,16,2,2,-,16,1,9,26,2,4,5,11,2,6,17,25,3,0,10,13,4,3,7,4,0,21,25
2021-06-11,Brazil,Poland,3,0,25,28,25,-,-,17,26,19,-,-,24,23,1,0,-,23,3,13,39,1,6,3,10,0,4,23,27,3,1,20,24,8,7,15,4,0,33,37
2021-06-11,Brazil,Poland,3,0,25,28,25,-,-,17,26,19,-,-,15,13,2,0,-,13,7,8,28,2,0,3,5,0,2,23,25,6,1,5,12,10,3,13,3,0,25,28
2021-06-11,Poland,Brazil,0,3,17,26,19,-,-,25,28,25,-,-,11,10,1,0,-,10,3,11,24,1,4,1,6,0,4,13,17,10,2,7,19,6,6,12,5,0,20,25
2021-06-11,Poland,Brazil,0,3,17,26,19,-,-,25,28,25,-,-,22,18,3,1,-,18,1,13,32,3,6,1,10,1,3,23,27,10,0,13,23,5,6,12,5,0,27,32
2021-06-11,Poland,Brazil,0,3,17,26,19,-,-,25,28,25,-,-,13,9,3,1,-,9,4,17,30,3,4,0,7,1,7,11,19,9,0,14,23,6,6,12,4,0,25,29
2021-06-15,Russia,Serbia,3,1,25,25,22,25,-,23,22,25,21,-,21,14,4,3,-,14,3,9,26,4,8,2,14,3,1,21,25,11,1,9,21,8,4,12,7,0,20,27
2021-06-15,Russia,Serbia,3,1,25,25,22,25,-,23,22,25,21,-,18,12,5,1,-,12,3,16,31,5,6,5,16,1,4,19,24,2,1,16,19,12,2,14,3,0,26,29
2021-06-15,Russia,Serbia,3,1,25,25,22,25,-,23,22,25,21,-,16,13,2,1,-,13,5,11,29,2,3,2,7,1,4,18,23,6,1,13,20,12,3,15,6,2,23,31
2021-06-15,Russia,Serbia,3,1,25,25,22,25,-,23,22,25,21,-,17,11,4,2,-,11,3,13,27,4,5,4,13,2,7,15,24,8,0,9,17,10,2,12,8,0,19,27
2021-06-15,Serbia,Russia,1,3,23,22,25,21,-,25,25,22,25,-,21,18,2,1,-,18,5,4,27,2,8,5,15,1,2,20,23,6,3,15,24,5,4,11,6,0,20,26
2021-06-15,Serbia,Russia,1,3,23,22,25,21,-,25,25,22,25,-,17,13,3,1,-,13,8,11,32,3,4,6,13,1,4,18,23,7,1,12,20,12,3,19,7,0,25,32
2021-06-15,Serbia,Russia,1,3,23,22,25,21,-,25,25,22,25,-,16,13,2,1,-,13,3,7,23,2,10,4,16,1,4,19,24,4,1,14,19,5,3,12,5,0,17,22
2021-06-15,Serbia,Russia,1,3,23,22,25,21,-,25,25,22,25,-,11,11,0,0,-,11,7,10,28,0,3,4,7,0,5,17,22,3,2,12,17,8,4,15,4,0,24,28
2021-06-15,Australia,Iran,3,2,25,25,23,18,15,23,22,25,25,12,15,11,2,2,-,11,7,10,28,2,5,1,8,2,3,19,24,11,1,6,18,3,4,7,6,0,20,26
2021-06-15,Australia,Iran,3,2,25,25,23,18,15,23,22,25,25,12,18,14,2,2,-,14,6,11,31,2,4,1,7,2,3,20,25,11,1,7,19,11,3,15,4,0,24,28
2021-06-15,Australia,Iran,3,2,25,25,23,18,15,23,22,25,25,12,19,13,6,0,-,13,7,6,26,6,4,2,12,0,3,20,23,13,1,8,22,3,6,9,3,1,22,26
2021-06-15,Australia,Iran,3,2,25,25,23,18,15,23,22,25,25,12,11,9,2,0,-,9,8,11,28,2,2,0,4,0,5,14,19,9,1,10,20,6,6,13,3,0,24,27
2021-06-15,Australia,Iran,3,2,25,25,23,18,15,23,22,25,25,12,9,8,0,1,-,8,1,7,16,0,1,0,1,1,2,11,14,5,1,5,11,4,6,10,3,0,14,17
2021-06-15,Iran,Australia,2,3,23,22,25,25,12,25,25,23,18,15,16,11,4,1,-,11,6,11,28,4,1,2,7,1,6,17,24,5,2,14,21,7,6,13,3,0,25,28
2021-06-15,Iran,Australia,2,3,23,22,25,25,12,25,25,23,18,15,16,12,3,1,-,12,6,12,30,3,3,1,7,1,3,18,22,12,2,8,22,7,6,13,4,0,26,30
2021-06-15,Iran,Australia,2,3,23,22,25,25,12,25,25,23,18,15,16,13,2,1,-,13,6,9,28,2,6,1,9,1,3,21,25,8,0,12,20,5,5,10,4,0,24,28
2021-06-15,Iran,Australia,2,3,23,22,25,25,12,25,25,23,18,15,16,11,4,1,-,11,4,7,22,4,4,0,8,1,4,19,24,4,0,10,14,4,2,7,5,0,16,21
2021-06-15,Iran,Australia,2,3,23,22,25,25,12,25,25,23,18,15,8,7,0,1,-,7,4,5,16,0,3,1,4,1,2,10,13,5,1,6,12,4,4,8,3,0,13,16
2021-06-15,Argentina,Bulgaria,3,1,25,16,25,25,-,20,25,18,18,-,18,17,1,0,-,17,5,4,26,1,4,6,11,0,6,18,24,5,1,10,16,12,2,14,7,0,20,27
2021-06-15,Argentina,Bulgaria,3,1,25,16,25,25,-,20,25,18,18,-,9,6,1,2,-,6,5,13,24,1,5,2,8,2,4,11,17,3,1,15,19,8,5,15,3,0,21,24
2021-06-15,Argentina,Bulgaria,3,1,25,16,25,25,-,20,25,18,18,-,18,14,1,3,-,14,3,5,22,1,5,5,11,3,4,17,24,6,1,9,16,8,3,11,5,0,18,23
2021-06-15,Argentina,Bulgaria,3,1,25,16,25,25,-,20,25,18,18,-,18,17,0,1,-,17,0,3,20,0,7,11,18,1,5,19,25,6,1,8,15,8,4,13,7,0,13,20
2021-06-15,Bulgaria,Argentina,1,3,20,25,18,18,-,25,16,25,25,-,12,8,3,1,-,8,1,13,22,3,4,2,9,1,5,15,21,7,0,11,18,4,8,12,1,1,21,23
2021-06-15,Bulgaria,Argentina,1,3,20,25,18,18,-,25,16,25,25,-,18,15,2,1,-,15,3,7,25,2,2,7,11,1,5,18,24,7,2,4,13,10,1,12,6,0,16,22
2021-06-15,Bulgaria,Argentina,1,3,20,25,18,18,-,25,16,25,25,-,13,10,2,1,-,10,4,9,23,2,5,1,8,1,3,15,19,4,3,13,20,6,3,10,2,0,22,24
2021-06-15,Bulgaria,Argentina,1,3,20,25,18,18,-,25,16,25,25,-,13,12,0,1,-,12,4,16,32,0,7,2,9,1,3,14,18,6,1,13,20,9,6,16,3,0,30,33
2021-06-15,Germany,Japan,0,3,18,22,20,-,-,25,25,25,-,-,13,10,3,0,-,10,3,11,24,3,0,1,4,0,8,10,18,8,2,12,22,3,8,11,3,0,23,26
2021-06-15,Germany,Japan,0,3,18,22,20,-,-,25,25,25,-,-,14,12,1,1,-,12,2,13,27,1,4,1,6,1,6,16,23,9,0,10,19,4,7,12,2,0,25,27
2021-06-15,Germany,Japan,0,3,18,22,20,-,-,25,25,25,-,-,18,16,1,1,-,16,3,11,30,1,7,1,9,1,3,16,20,4,2,17,23,5,2,7,0,0,28,28
2021-06-15,Japan,Germany,3,0,25,25,25,-,-,18,22,20,-,-,15,12,1,2,-,12,4,10,26,1,1,3,5,2,3,20,25,6,0,4,10,9,8,18,6,0,17,23
2021-06-15,Japan,Germany,3,0,25,25,25,-,-,18,22,20,-,-,19,17,2,0,-,17,4,9,30,2,2,0,4,0,5,19,24,11,1,5,17,12,1,13,4,0,25,29
2021-06-15,Japan,Germany,3,0,25,25,25,-,-,18,22,20,-,-,21,17,2,2,-,17,1,9,27,2,4,0,6,2,2,21,25,8,1,8,17,8,7,15,9,0,16,25
2021-06-15,Italy,United States,0,3,15,18,21,-,-,25,25,25,-,-,6,6,0,0,-,6,5,16,27,0,3,0,3,0,5,10,15,5,3,12,20,12,3,16,5,0,23,28
2021-06-15,Italy,United States,0,3,15,18,21,-,-,25,25,25,-,-,11,10,0,1,-,10,5,10,25,0,5,4,9,1,3,15,19,6,2,10,18,7,4,12,5,0,16,21
2021-06-15,Italy,United States,0,3,15,18,21,-,-,25,25,25,-,-,16,13,1,2,-,13,5,9,27,1,4,8,13,2,3,16,21,4,4,13,21,10,5,16,7,0,18,25
2021-06-15,United States,Italy,3,0,25,25,25,-,-,15,18,21,-,-,18,12,3,3,-,12,2,7,21,3,2,7,12,3,5,17,25,6,0,4,10,13,2,15,4,1,17,22
2021-06-15,United States,Italy,3,0,25,25,25,-,-,15,18,21,-,-,19,15,2,2,-,15,1,11,27,2,1,2,5,2,6,16,24,6,1,9,16,13,5,19,8,0,20,28
2021-06-15,United States,Italy,3,0,25,25,25,-,-,15,18,21,-,-,18,12,2,4,-,12,2,11,25,2,4,3,9,4,4,17,25,3,2,13,18,11,4,16,5,0,21,26
2021-06-15,Canada,Poland,0,3,22,23,19,-,-,25,25,25,-,-,18,14,1,3,-,14,3,2,19,1,8,1,10,3,5,14,22,1,1,19,21,3,2,6,2,1,18,21
2021-06-15,Canada,Poland,0,3,22,23,19,-,-,25,25,25,-,-,16,13,2,1,-,13,4,11,28,2,6,10,18,1,4,19,24,1,2,16,19,12,3,18,5,0,23,28
2021-06-15,Canada,Poland,0,3,22,23,19,-,-,25,25,25,-,-,14,12,1,1,-,12,2,16,30,1,9,7,17,1,5,13,19,5,1,15,21,13,2,18,10,1,21,32
2021-06-15,Poland,Canada,3,0,25,25,25,-,-,22,23,19,-,-,18,15,2,1,-,15,1,3,19,2,9,1,12,1,4,20,25,2,3,12,17,3,2,5,4,0,12,16
2021-06-15,Poland,Canada,3,0,25,25,25,-,-,22,23,19,-,-,18,15,1,2,-,15,4,14,33,1,5,9,15,2,5,17,24,4,1,15,20,12,4,20,7,0,25,32
2021-06-15,Poland,Canada,3,0,25,25,25,-,-,22,23,19,-,-,16,14,1,1,-,14,2,15,31,1,2,10,13,1,4,20,25,3,1,10,14,16,4,23,7,0,22,29
2021-06-15,Brazil,Slovenia,3,2,15,25,19,25,15,25,22,25,13,12,12,11,0,1,-,11,6,7,24,0,7,1,8,1,5,9,15,7,1,14,22,5,2,8,8,0,16,24
2021-06-15,Brazil,Slovenia,3,2,15,25,19,25,15,25,22,25,13,12,17,14,2,1,-,14,2,9,25,2,9,5,16,1,1,23,25,4,2,12,18,9,4,14,5,0,19,24
2021-06-15,Brazil,Slovenia,3,2,15,25,19,25,15,25,22,25,13,12,13,11,2,0,-,11,6,11,28,2,4,3,9,0,4,15,19,6,2,13,21,10,3,15,9,0,19,28
2021-06-15,Brazil,Slovenia,3,2,15,25,19,25,15,25,22,25,13,12,20,15,2,3,-,15,1,5,21,2,2,4,8,3,4,18,25,2,0,9,11,11,3,15,7,0,14,21
2021-06-15,Brazil,Slovenia,3,2,15,25,19,25,15,25,22,25,13,12,8,5,1,2,-,5,3,6,14,1,4,5,10,2,1,11,14,2,0,6,8,5,2,8,3,0,11,14
2021-06-15,Slovenia,Brazil,2,3,25,22,25,13,12,15,25,19,25,15,16,13,2,1,-,13,0,4,17,2,4,4,10,1,3,21,25,2,1,7,10,8,4,12,4,0,11,15
2021-06-15,Slovenia,Brazil,2,3,25,22,25,13,12,15,25,19,25,15,20,17,1,2,-,17,4,8,29,1,7,2,10,2,4,16,22,3,1,20,24,9,5,14,6,0,23,29
2021-06-15,Slovenia,Brazil,2,3,25,22,25,13,12,15,25,19,25,15,18,13,3,2,-,13,3,9,25,3,3,3,9,2,4,19,25,8,0,7,15,9,5,17,7,0,17,24
2021-06-15,Slovenia,Brazil,2,3,25,22,25,13,12,15,25,19,25,15,7,7,0,0,-,7,4,12,23,0,8,2,10,0,2,11,13,4,3,14,21,6,3,11,12,1,11,24
2021-06-15,Slovenia,Brazil,2,3,25,22,25,13,12,15,25,19,25,15,9,8,1,0,-,8,3,7,18,1,2,3,6,0,5,8,13,6,2,5,13,8,2,11,7,0,11,18
2021-06-15,France,Netherlands,2,3,25,25,26,23,17,15,22,28,25,19,19,15,3,1,-,15,1,1,17,3,4,4,11,1,5,18,24,5,0,8,13,5,3,9,9,0,9,18
2021-06-15,France,Netherlands,2,3,25,25,26,23,17,15,22,28,25,19,21,17,3,1,-,17,1,16,34,3,6,2,11,1,7,17,25,6,0,13,19,16,5,22,7,0,26,33
2021-06-15,France,Netherlands,2,3,25,25,26,23,17,15,22,28,25,19,21,18,3,0,-,18,2,7,27,3,8,4,15,0,4,22,26,7,5,13,25,6,5,13,6,0,21,27
2021-06-15,France,Netherlands,2,3,25,25,26,23,17,15,22,28,25,19,18,14,2,2,-,14,6,13,33,2,3,12,17,2,6,16,24,5,1,14,20,15,2,19,8,0,24,32
2021-06-15,France,Netherlands,2,3,25,25,26,23,17,15,22,28,25,19,12,9,1,2,-,9,4,5,18,1,6,2,9,2,2,14,18,3,1,12,16,5,3,10,8,0,10,18
2021-06-15,Netherlands,France,3,2,15,22,28,25,19,25,25,26,23,17,9,9,0,0,-,9,6,6,21,0,6,1,7,0,3,13,16,3,1,15,19,4,5,9,7,0,14,21
2021-06-15,Netherlands,France,3,2,15,22,28,25,19,25,25,26,23,17,14,14,0,0,-,14,4,11,29,0,7,9,16,0,3,19,22,5,1,12,18,12,6,20,10,0,19,29
2021-06-15,Netherlands,France,3,2,15,22,28,25,19,25,25,26,23,17,22,17,0,5,-,17,5,6,28,0,6,4,10,5,3,20,28,5,0,17,22,5,2,10,7,0,21,28
2021-06-15,Netherlands,France,3,2,15,22,28,25,19,25,25,26,23,17,17,12,4,1,-,12,2,17,31,4,6,10,20,1,4,19,24,3,2,13,18,16,1,23,11,1,21,33
2021-06-15,Netherlands,France,3,2,15,22,28,25,19,25,25,26,23,17,15,12,2,1,-,12,3,5,20,2,2,3,7,1,2,15,18,3,2,11,16,7,1,8,6,1,14,21
2021-06-16,Argentina,Russia,1,3,19,23,25,19,-,25,25,21,25,-,13,11,1,1,-,11,7,11,29,1,3,2,6,1,3,15,19,5,1,14,20,13,1,16,6,1,23,30
2021-06-16,Argentina,Russia,1,3,19,23,25,19,-,25,25,21,25,-,17,14,2,1,-,14,7,10,31,2,6,8,16,1,3,20,24,1,1,18,20,14,0,15,8,0,21,29
2021-06-16,Argentina,Russia,1,3,19,23,25,19,-,25,25,21,25,-,16,13,1,2,-,13,4,14,31,1,3,5,9,2,6,16,24,4,0,12,16,13,3,19,8,0,19,27
2021-06-16,Argentina,Russia,1,3,19,23,25,19,-,25,25,21,25,-,11,10,1,0,-,10,7,9,26,1,3,3,7,0,4,16,20,4,3,12,19,10,4,14,3,0,22,25
2021-06-16,Russia,Argentina,3,1,25,25,21,25,-,19,23,25,19,-,20,13,6,1,-,13,1,12,26,6,8,6,20,1,5,19,25,2,1,13,16,10,0,11,8,0,16,24
2021-06-16,Russia,Argentina,3,1,25,25,21,25,-,19,23,25,19,-,18,14,3,1,-,14,4,14,32,3,7,3,13,1,4,19,24,10,1,10,21,10,1,14,11,0,20,31
2021-06-16,Russia,Argentina,3,1,25,25,21,25,-,19,23,25,19,-,13,11,2,0,-,11,3,12,26,2,3,5,10,0,6,16,22,5,2,11,18,11,4,17,4,1,20,25
2021-06-16,Russia,Argentina,3,1,25,25,21,25,-,19,23,25,19,-,17,11,3,3,-,11,3,6,20,3,6,5,14,3,5,16,24,6,0,10,16,5,3,8,5,0,16,21
2021-06-16,Bulgaria,Serbia,0,3,20,17,17,-,-,25,25,25,-,-,17,13,3,1,-,13,4,8,25,3,3,0,6,1,4,15,20,9,1,14,24,4,8,13,10,0,14,24
2021-06-16,Bulgaria,Serbia,0,3,20,17,17,-,-,25,25,25,-,-,10,7,2,1,-,7,3,9,19,2,6,2,10,1,2,15,18,1,3,14,18,5,3,11,1,1,17,19
2021-06-16,Bulgaria,Serbia,0,3,20,17,17,-,-,25,25,25,-,-,15,12,2,1,-,12,5,11,28,2,5,4,11,1,4,12,17,3,5,16,24,9,1,12,5,1,23,29
2021-06-16,Serbia,Bulgaria,3,0,25,25,25,-,-,20,17,17,-,-,19,16,2,1,-,16,5,1,22,2,4,6,12,1,1,23,25,6,1,9,16,6,1,9,8,0,13,21
2021-06-16,Serbia,Bulgaria,3,0,25,25,25,-,-,20,17,17,-,-,20,16,1,3,-,16,3,5,24,1,3,3,7,3,6,15,24,3,1,12,16,11,2,13,9,0,16,25
2021-06-16,Serbia,Bulgaria,3,0,25,25,25,-,-,20,17,17,-,-,19,10,4,5,-,10,2,7,19,4,4,8,16,5,1,19,25,1,1,11,13,8,3,12,4,1,14,19
2021-06-16,Australia,Slovenia,1,3,25,18,18,17,-,18,25,25,25,-,17,10,4,3,-,10,2,10,22,4,3,5,12,3,3,18,24,5,1,9,15,9,7,16,5,0,16,21
2021-06-16,Australia,Slovenia,1,3,25,18,18,17,-,18,25,25,25,-,14,13,1,0,-,13,6,7,26,1,5,3,9,0,3,16,19,8,1,12,21,10,2,14,7,1,20,28
2021-06-16,Australia,Slovenia,1,3,25,18,18,17,-,18,25,25,25,-,11,9,2,0,-,9,5,8,22,2,5,1,8,0,5,13,18,6,1,12,19,4,3,9,6,0,15,21
2021-06-16,Australia,Slovenia,1,3,25,18,18,17,-,18,25,25,25,-,13,10,3,0,-,10,3,11,24,3,6,3,12,0,2,16,18,11,1,9,21,7,3,11,7,0,19,26
2021-06-16,Slovenia,Australia,3,1,18,25,25,25,-,25,18,18,17,-,12,11,0,1,-,11,8,10,29,0,2,6,8,1,4,14,19,8,3,10,21,11,5,17,12,0,18,30
2021-06-16,Slovenia,Australia,3,1,18,25,25,25,-,25,18,18,17,-,17,13,3,1,-,13,2,11,26,3,3,4,10,1,3,20,24,6,0,10,16,9,6,15,8,0,16,24
2021-06-16,Slovenia,Australia,3,1,18,25,25,25,-,25,18,18,17,-,17,14,2,1,-,14,3,4,21,2,1,3,6,1,6,18,25,4,0,9,13,8,5,14,8,0,12,20
2021-06-16,Slovenia,Australia,3,1,18,25,25,25,-,25,18,18,17,-,21,19,1,1,-,19,4,5,28,1,5,7,13,1,3,20,24,9,0,7,16,12,2,14,11,0,16,27
2021-06-16,Japan,Poland,0,3,14,18,19,-,-,25,25,25,-,-,11,11,0,0,-,11,4,11,26,0,1,2,3,0,8,6,14,5,2,15,22,7,4,15,11,1,16,28
2021-06-16,Japan,Poland,0,3,14,18,19,-,-,25,25,25,-,-,9,9,0,0,-,9,4,10,23,0,6,4,10,0,7,12,19,4,1,12,17,8,4,12,5,0,17,22
2021-06-16,Japan,Poland,0,3,14,18,19,-,-,25,25,25,-,-,14,14,0,0,-,14,6,10,30,0,3,7,10,0,4,15,19,5,3,13,21,15,3,20,12,0,19,31
2021-06-16,Poland,Japan,3,0,25,25,25,-,-,14,18,19,-,-,12,10,0,2,-,10,0,5,15,0,6,6,12,2,3,20,25,2,0,4,6,8,1,12,5,0,9,14
2021-06-16,Poland,Japan,3,0,25,25,25,-,-,14,18,19,-,-,16,13,2,1,-,13,2,5,20,2,3,5,10,1,7,16,24,4,0,8,12,7,3,13,5,0,14,19
2021-06-16,Poland,Japan,3,0,25,25,25,-,-,14,18,19,-,-,19,12,4,3,-,12,1,15,28,4,5,6,15,3,4,18,25,4,0,11,15,14,3,19,7,0,20,27
2021-06-16,Italy,Netherlands,3,1,25,25,23,25,-,19,23,25,21,-,17,11,2,4,-,11,1,9,21,2,5,4,11,4,2,19,25,2,2,11,15,8,2,10,3,0,18,21
2021-06-16,Italy,Netherlands,3,1,25,25,23,25,-,19,23,25,21,-,18,14,3,1,-,14,3,10,27,3,5,6,14,1,7,16,24,6,0,14,20,10,2,15,5,1,24,30
2021-06-16,Italy,Netherlands,3,1,25,25,23,25,-,19,23,25,21,-,16,14,2,0,-,14,4,12,30,2,8,7,17,0,1,23,24,5,2,11,18,12,3,16,5,0,24,29
2021-06-16,Italy,Netherlands,3,1,25,25,23,25,-,19,23,25,21,-,22,14,5,3,-,14,5,8,27,5,6,5,16,3,3,18,24,7,1,12,20,6,1,9,4,0,21,25
2021-06-16,Netherlands,Italy,1,3,19,23,25,21,-,25,25,23,25,-,16,14,0,2,-,14,5,8,27,0,7,5,12,2,4,13,19,7,4,12,23,9,4,14,7,0,21,28
2021-06-16,Netherlands,Italy,1,3,19,23,25,21,-,25,25,23,25,-,15,12,3,0,-,12,6,12,30,3,5,5,13,0,4,20,24,4,1,12,17,13,6,21,3,0,27,30
2021-06-16,Netherlands,Italy,1,3,19,23,25,21,-,25,25,23,25,-,21,18,1,2,-,18,3,15,36,1,3,4,8,2,6,16,24,8,0,15,23,13,8,24,8,0,28,36
2021-06-16,Netherlands,Italy,1,3,19,23,25,21,-,25,25,23,25,-,15,11,3,1,-,11,6,9,26,3,7,7,17,1,2,19,22,7,3,11,21,8,4,14,6,0,20,26
2021-06-16,Canada,Germany,3,0,25,26,25,-,-,17,24,21,-,-,14,11,3,0,-,11,2,6,19,3,3,3,9,0,1,23,24,5,2,5,12,8,9,18,3,0,16,19
2021-06-16,Canada,Germany,3,0,25,26,25,-,-,17,24,21,-,-,19,17,1,1,-,17,2,12,31,1,6,0,7,1,3,22,26,8,0,12,20,9,6,16,4,0,23,27
2021-06-16,Canada,Germany,3,0,25,26,25,-,-,17,24,21,-,-,13,11,2,0,-,11,4,15,30,2,5,0,7,0,7,16,23,6,1,10,17,13,0,13,2,0,29,31
2021-06-16,Germany,Canada,0,3,17,24,21,-,-,25,26,25,-,-,15,12,1,2,-,12,7,13,32,1,4,4,9,2,6,10,18,12,0,11,23,5,5,10,5,1,25,31
2021-06-16,Germany,Canada,0,3,17,24,21,-,-,25,26,25,-,-,18,17,1,0,-,17,1,13,31,1,7,0,8,0,4,20,24,10,1,12,23,10,4,14,10,1,21,32
2021-06-16,Germany,Canada,0,3,17,24,21,-,-,25,26,25,-,-,11,9,1,1,-,9,3,9,21,1,7,1,9,1,5,16,22,6,0,10,16,6,7,15,3,2,17,22
2021-06-16,France,United States,3,1,25,22,31,25,-,23,25,29,22,-,14,14,0,0,-,14,6,8,28,0,2,3,5,0,1,23,24,4,0,14,18,13,5,19,6,0,23,29
2021-06-16,France,United States,3,1,25,22,31,25,-,23,25,29,22,-,16,15,0,1,-,15,5,14,34,0,5,9,14,1,3,19,23,6,1,12,19,16,4,22,6,0,30,36
2021-06-16,France,United States,3,1,25,22,31,25,-,23,25,29,22,-,20,13,5,2,-,13,6,16,35,5,5,7,17,2,5,23,30,7,1,14,22,17,4,22,4,0,33,37
2021-06-16,France,United States,3,1,25,22,31,25,-,23,25,29,22,-,16,15,1,0,-,15,5,11,31,1,3,4,8,0,6,19,25,8,1,8,17,12,2,17,6,1,23,30
2021-06-16,United States,France,1,3,23,25,29,22,-,25,22,31,25,-,19,16,3,0,-,16,3,11,30,3,9,7,19,0,6,18,24,12,0,11,23,7,2,9,11,0,16,27
2021-06-16,United States,France,1,3,23,25,29,22,-,25,22,31,25,-,20,16,3,1,-,16,1,18,35,3,8,6,17,1,5,18,24,8,1,11,20,16,2,22,10,0,26,36
2021-06-16,United States,France,1,3,23,25,29,22,-,25,22,31,25,-,23,17,5,1,-,17,8,15,40,5,8,7,20,1,8,21,30,11,2,12,25,18,1,20,9,0,29,38
2021-06-16,United States,France,1,3,23,25,29,22,-,25,22,31,25,-,12,8,3,1,-,8,5,14,27,3,5,9,17,1,5,16,22,5,0,14,19,11,6,18,3,0,25,28
2021-06-16,Brazil,Iran,3,1,25,23,25,25,-,19,25,19,21,-,18,14,3,1,-,14,3,10,27,3,5,1,9,1,6,18,25,3,1,10,14,9,0,9,3,0,25,28
2021-06-16,Brazil,Iran,3,1,25,23,25,25,-,19,25,19,21,-,15,13,2,0,-,13,7,17,37,2,5,2,9,0,0,23,23,4,2,13,19,13,6,20,2,0,34,36
2021-06-16,Brazil,Iran,3,1,25,23,25,25,-,19,25,19,21,-,16,14,2,0,-,14,3,11,28,2,4,2,8,0,8,17,25,4,1,8,13,13,1,14,1,0,26,27
2021-06-16,Brazil,Iran,3,1,25,23,25,25,-,19,25,19,21,-,15,8,5,2,-,8,2,12,22,5,4,0,9,2,2,20,24,6,1,8,15,7,4,11,1,0,20,21
2021-06-16,Iran,Brazil,1,3,19,25,19,21,-,25,23,25,25,-,11,9,1,1,-,9,4,14,27,1,5,1,7,1,5,13,19,10,1,8,19,8,3,11,3,0,22,25
