Season,Y/M/D,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total,Match_ID,Won,Attack_Efficiency,SERVE_Efficiency,RECEPTION_Efficiency,BLOCK_Efficiency,DIG_Efficiency,Serve_Efficiency,Reception_Efficiency
2021,2021-06-17,Slovenia,Iran,3,1,14,25,25,32,0,25,20,19,30,0,69,60,6,3,-,60,17,35,112,6,17,5,28,3,20,72,95,38,4,40,82,29,25,54,28,1,80,109,2021-06-17_Iran_Slovenia,1,1.2285714285714286,-0.2361111111111111,0.85,-2.2,0.07407407407407407,-0.2361111111111111,0.85
2021,2021-06-17,Netherlands,United States,2,3,25,17,25,15,13,21,25,23,25,15,61,51,3,7,-,51,13,54,118,3,20,14,37,7,16,72,95,18,12,57,87,45,15,61,21,0,96,117,2021-06-17_Netherlands_United States,0,0.7037037037037037,-0.125,0.10526315789473684,-1.2142857142857142,0.4918032786885246,-0.125,0.10526315789473684
2021,2021-06-17,United States,Netherlands,3,2,21,25,23,25,15,25,17,25,15,13,87,67,8,12,-,67,14,30,111,8,24,29,61,12,22,75,109,32,7,40,79,44,12,61,28,1,82,111,2021-06-17_Netherlands_United States,1,1.7666666666666666,-0.13333333333333333,0.625,-0.5517241379310345,0.5245901639344263,-0.13333333333333333,0.625
2021,2021-06-21,Argentina,Poland,0,3,21,22,18,0,0,25,25,25,0,0,39,37,1,1,-,37,6,30,73,1,17,17,35,1,17,45,63,13,7,38,58,22,15,44,26,0,47,73,2021-06-21_Argentina_Poland,0,1.0333333333333334,-0.35555555555555557,0.15789473684210525,-0.9411764705882353,0.1590909090909091,-0.35555555555555557,0.15789473684210525
2021,2021-06-21,Poland,Argentina,3,0,25,25,25,0,0,21,22,18,0,0,54,44,3,7,-,44,6,30,80,3,20,17,40,7,15,51,73,11,1,34,46,31,8,46,26,0,52,78,2021-06-21_Argentina_Poland,1,1.2666666666666666,-0.1568627450980392,0.29411764705882354,-1.0,0.5,-0.1568627450980392,0.29411764705882354
2021,2021-06-21,Australia,Serbia,1,3,16,13,25,15,0,25,25,19,25,0,46,34,6,6,-,34,24,41,99,6,15,3,24,6,11,53,70,27,6,45,78,28,17,45,19,0,79,98,2021-06-21_Australia_Serbia,0,0.24390243902439024,-0.09433962264150944,0.4666666666666667,-3.0,0.24444444444444444,-0.09433962264150944,0.4666666666666667
2021,2021-06-21,Serbia,Australia,3,1,25,25,19,25,0,16,13,25,15,0,69,52,11,6,-,52,11,26,89,11,14,8,33,6,15,72,93,27,6,26,59,22,7,31,21,2,64,87,2021-06-21_Australia_Serbia,1,1.5769230769230769,-0.125,0.8076923076923077,-0.375,0.4838709677419355,-0.125,0.8076923076923077
2021,2021-06-21,Brazil,Italy,3,1,25,32,22,25,0,19,30,25,20,0,77,67,5,5,-,67,12,46,125,5,29,32,66,5,16,82,103,20,3,57,80,47,11,67,38,1,85,124,2021-06-21_Brazil_Italy,1,1.1956521739130435,-0.13414634146341464,0.2982456140350877,-0.75,0.5373134328358209,-0.13414634146341464,0.2982456140350877
2021,2021-06-21,Italy,Brazil,1,3,19,30,25,20,0,25,32,22,25,0,73,61,9,3,-,61,13,50,124,9,31,27,67,3,15,77,95,16,5,66,87,44,17,69,28,2,91,121,2021-06-21_Brazil_Italy,0,0.96,-0.15584415584415584,0.16666666666666666,-0.8148148148148148,0.391304347826087,-0.15584415584415584,0.16666666666666666
2021,2021-06-21,Bulgaria,Japan,0,3,23,18,14,0,0,25,25,25,0,0,44,34,8,2,-,34,12,36,82,8,14,11,33,2,9,46,57,11,3,52,66,25,19,44,19,0,60,79,2021-06-21_Bulgaria_Japan,0,0.6111111111111112,-0.15217391304347827,0.15384615384615385,-0.5454545454545454,0.13636363636363635,-0.15217391304347827,0.15384615384615385
2021,2021-06-21,Japan,Bulgaria,3,0,25,25,25,0,0,23,18,14,0,0,59,50,6,3,-,50,12,23,85,6,20,13,39,3,7,63,73,15,2,31,48,38,10,52,17,0,67,84,2021-06-21_Bulgaria_Japan,1,1.6521739130434783,-0.06349206349206349,0.41935483870967744,-1.0769230769230769,0.5384615384615384,-0.06349206349206349,0.41935483870967744
2021,2021-06-21,Canada,Netherlands,3,0,25,25,25,0,0,16,16,19,0,0,58,42,11,5,-,42,9,17,68,11,9,19,39,5,9,60,74,14,0,28,42,28,12,44,21,3,45,69,2021-06-21_Canada_Netherlands,1,1.9411764705882353,-0.06666666666666667,0.5,0.10526315789473684,0.36363636363636365,-0.06666666666666667,0.5
2021,2021-06-21,Netherlands,Canada,0,3,16,16,19,0,0,25,25,25,0,0,32,29,3,0,-,29,17,39,85,3,12,4,19,0,9,42,51,19,5,41,65,26,12,41,23,1,59,83,2021-06-21_Canada_Netherlands,0,0.3076923076923077,-0.21428571428571427,0.34146341463414637,-2.25,0.34146341463414637,-0.21428571428571427,0.34146341463414637
2021,2021-06-21,France,Iran,3,0,25,25,25,0,0,21,21,19,0,0,54,41,8,5,-,41,11,18,70,8,10,6,24,5,13,55,73,22,2,28,52,20,14,38,17,0,54,71,2021-06-21_France_Iran,1,1.6666666666666667,-0.14545454545454545,0.7142857142857143,-0.3333333333333333,0.15789473684210525,-0.14545454545454545,0.7142857142857143
2021,2021-06-21,Iran,France,0,3,21,21,19,0,0,25,25,25,0,0,45,35,8,2,-,35,15,27,77,8,19,6,33,2,11,50,63,29,5,26,60,15,4,20,15,3,58,76,2021-06-21_France_Iran,0,0.7407407407407407,-0.18,0.9230769230769231,-1.8333333333333333,0.55,-0.18,0.9230769230769231
2021,2021-06-21,Germany,Russia,1,3,18,18,25,15,0,25,25,23,25,0,49,42,7,0,-,42,15,41,98,7,20,12,39,0,16,61,77,24,8,45,77,34,11,51,20,1,76,97,2021-06-21_Germany_Russia,0,0.6585365853658537,-0.26229508196721313,0.35555555555555557,-1.0833333333333333,0.45098039215686275,-0.26229508196721313,0.35555555555555557
2021,2021-06-21,Russia,Germany,3,1,25,25,23,25,0,18,18,25,15,0,75,58,9,8,-,58,12,29,99,9,17,22,48,8,20,69,97,16,0,45,61,37,9,48,28,1,69,98,2021-06-21_Germany_Russia,1,1.5862068965517242,-0.17391304347826086,0.35555555555555557,-0.36363636363636365,0.5833333333333334,-0.17391304347826086,0.35555555555555557
2021,2021-06-21,Slovenia,United States,3,2,28,25,21,28,15,30,19,25,26,13,84,69,11,4,-,69,17,43,129,11,25,14,50,4,25,88,117,20,6,65,91,41,14,66,21,1,109,131,2021-06-21_Slovenia_United States,1,1.2093023255813953,-0.23863636363636365,0.2153846153846154,-1.0,0.4090909090909091,-0.23863636363636365,0.2153846153846154
2021,2021-06-21,United States,Slovenia,2,3,30,19,25,26,13,28,25,21,28,15,77,61,10,6,-,61,20,50,131,10,39,16,65,6,22,85,113,29,4,59,92,50,10,67,43,0,86,129,2021-06-21_Slovenia_United States,0,0.82,-0.18823529411764706,0.423728813559322,-1.8125,0.5970149253731343,-0.18823529411764706,0.423728813559322
2021,2021-06-22,Argentina,France,0,3,24,21,22,0,0,26,25,25,0,0,44,37,7,0,-,37,12,26,75,7,16,9,32,0,16,53,69,12,6,43,61,26,8,39,25,1,51,77,2021-06-22_Argentina_France,0,0.9615384615384616,-0.3018867924528302,0.13953488372093023,-1.0,0.46153846153846156,-0.3018867924528302,0.13953488372093023
2021,2021-06-22,France,Argentina,3,0,26,25,25,0,0,24,21,22,0,0,55,41,8,6,-,41,15,27,83,8,12,9,29,6,13,55,74,15,0,38,53,33,11,46,24,2,54,80,2021-06-22_Argentina_France,1,0.9629629629629629,-0.12727272727272726,0.39473684210526316,-0.4444444444444444,0.4782608695652174,-0.12727272727272726,0.39473684210526316
2021,2021-06-22,Australia,Canada,0,3,17,8,20,0,0,25,25,25,0,0,25,22,1,2,-,22,14,42,78,1,16,12,29,2,13,32,47,15,5,38,58,26,7,46,11,2,64,77,2021-06-22_Australia_Canada,0,0.19047619047619047,-0.34375,0.2631578947368421,-1.25,0.41304347826086957,-0.34375,0.2631578947368421
2021,2021-06-22,Canada,Australia,3,0,25,25,25,0,0,17,8,20,0,0,56,41,10,5,-,41,4,29,74,10,10,22,42,5,15,53,73,17,2,15,34,40,7,52,22,1,46,69,2021-06-22_Australia_Canada,1,1.2758620689655173,-0.18867924528301888,1.0,0.0,0.6346153846153846,-0.18867924528301888,1.0
2021,2021-06-22,Brazil,Germany,3,0,25,25,25,0,0,21,21,23,0,0,51,43,5,3,-,43,11,35,89,5,14,4,23,3,16,54,73,24,3,23,50,33,7,40,24,0,61,85,2021-06-22_Brazil_Germany,1,0.9142857142857143,-0.24074074074074073,0.9130434782608695,-2.25,0.65,-0.24074074074074073,0.9130434782608695
2021,2021-06-22,Germany,Brazil,0,3,21,21,23,0,0,25,25,25,0,0,42,34,5,3,-,34,10,35,79,5,16,6,27,3,17,47,67,20,3,34,57,16,12,30,11,0,69,80,2021-06-22_Brazil_Germany,0,0.6857142857142857,-0.2978723404255319,0.5,-1.8333333333333333,0.13333333333333333,-0.2978723404255319,0.5
2021,2021-06-22,Bulgaria,United States,0,3,19,24,9,0,0,25,26,25,0,0,32,30,2,0,-,30,19,31,80,2,17,18,37,0,9,44,53,14,5,44,63,22,9,35,12,2,66,80,2021-06-22_Bulgaria_United States,0,0.3548387096774194,-0.20454545454545456,0.20454545454545456,-0.8333333333333334,0.37142857142857144,-0.20454545454545456,0.20454545454545456
2021,2021-06-22,United States,Bulgaria,3,0,25,26,25,0,0,19,24,9,0,0,53,41,7,5,-,41,9,27,77,7,14,20,41,5,11,58,74,16,0,28,44,35,11,49,22,0,56,78,2021-06-22_Bulgaria_United States,1,1.1851851851851851,-0.10344827586206896,0.5714285714285714,-0.35,0.4897959183673469,-0.10344827586206896,0.5714285714285714
2021,2021-06-22,Iran,Poland,0,3,20,20,16,0,0,25,25,25,0,0,35,27,5,3,-,27,19,36,82,5,15,11,31,3,15,40,58,12,6,48,66,34,4,41,13,3,73,89,2021-06-22_Iran_Poland,0,0.2222222222222222,-0.3,0.125,-0.9090909090909091,0.7317073170731707,-0.3,0.125
2021,2021-06-22,Poland,Iran,3,0,25,25,25,0,0,20,20,16,0,0,48,31,11,6,-,31,15,22,68,11,17,23,51,6,7,60,73,13,3,27,43,29,4,38,18,1,49,68,2021-06-22_Iran_Poland,1,0.7272727272727273,-0.016666666666666666,0.37037037037037035,-0.2608695652173913,0.6578947368421053,-0.016666666666666666,0.37037037037037035
2021,2021-06-22,Italy,Russia,2,3,21,25,17,25,12,25,16,25,19,15,75,57,10,8,-,57,20,36,113,10,14,10,34,8,15,77,100,19,5,59,83,42,17,62,21,2,90,113,2021-06-22_Italy_Russia,0,1.0277777777777777,-0.09090909090909091,0.23728813559322035,-0.4,0.4032258064516129,-0.09090909090909091,0.23728813559322035
2021,2021-06-22,Russia,Italy,3,2,25,16,25,19,15,21,25,17,25,12,70,56,9,5,-,56,18,31,105,9,25,15,49,5,17,78,100,21,8,56,85,30,9,44,28,0,76,104,2021-06-22_Italy_Russia,1,1.2258064516129032,-0.15384615384615385,0.23214285714285715,-1.0666666666666667,0.4772727272727273,-0.15384615384615385,0.23214285714285715
2021,2021-06-22,Japan,Slovenia,0,3,16,16,26,0,0,25,25,28,0,0,44,38,4,2,-,38,19,31,88,4,12,4,20,2,7,50,59,24,5,39,68,21,14,35,20,2,68,90,2021-06-22_Japan_Slovenia,0,0.6129032258064516,-0.1,0.48717948717948717,-2.0,0.2,-0.1,0.48717948717948717
2021,2021-06-22,Slovenia,Japan,3,0,25,25,28,0,0,16,16,26,0,0,60,45,10,5,-,45,8,27,80,10,13,4,27,5,9,63,77,15,2,35,52,21,9,30,22,1,55,78,2021-06-22_Japan_Slovenia,1,1.3703703703703705,-0.06349206349206349,0.37142857142857144,-0.75,0.4,-0.06349206349206349,0.37142857142857144
2021,2021-06-22,Netherlands,Serbia,2,3,21,25,18,25,15,25,21,25,21,17,77,60,11,6,-,60,14,32,106,11,25,16,52,6,18,81,105,28,12,50,90,32,19,58,24,1,81,106,2021-06-22_Netherlands_Serbia,0,1.4375,-0.14814814814814814,0.32,-0.875,0.22413793103448276,-0.14814814814814814,0.32
2021,2021-06-22,Serbia,Netherlands,3,2,25,21,25,21,17,21,25,18,25,15,81,64,5,12,-,64,16,30,110,5,26,19,50,12,18,78,108,27,6,54,87,28,16,49,28,2,80,110,2021-06-22_Netherlands_Serbia,1,1.6,-0.07692307692307693,0.3888888888888889,-1.105263157894737,0.24489795918367346,-0.07692307692307693,0.3888888888888889
2021,2021-06-23,Argentina,Iran,3,1,33,25,30,25,0,31,23,32,18,0,80,65,12,3,-,65,15,32,112,12,24,11,47,3,23,86,112,21,5,60,86,35,11,52,42,1,70,113,2021-06-23_Argentina_Iran,1,1.5625,-0.23255813953488372,0.26666666666666666,-1.0909090909090908,0.46153846153846156,-0.23255813953488372,0.26666666666666666
2021,2021-06-23,Iran,Argentina,1,3,31,23,32,18,0,33,25,30,25,0,73,59,9,5,-,59,21,31,111,9,25,15,49,5,19,81,105,27,3,59,89,27,19,55,32,4,77,113,2021-06-23_Argentina_Iran,0,1.2258064516129032,-0.1728395061728395,0.4067796610169492,-1.0666666666666667,0.14545454545454545,-0.1728395061728395,0.4067796610169492
2021,2021-06-23,Australia,Netherlands,0,3,23,19,19,0,0,25,25,25,0,0,40,33,6,1,-,33,14,20,67,6,14,4,24,1,10,52,63,24,8,25,57,19,13,32,13,0,50,63,2021-06-23_Australia_Netherlands,0,0.95,-0.17307692307692307,0.64,-2.0,0.1875,-0.17307692307692307,0.64
2021,2021-06-23,Netherlands,Australia,3,0,25,25,25,0,0,23,19,19,0,0,58,42,8,8,-,42,11,20,73,8,10,5,23,8,16,49,73,28,1,24,53,17,8,29,18,0,55,73,2021-06-23_Australia_Netherlands,1,1.55,-0.16326530612244897,1.125,-0.4,0.3103448275862069,-0.16326530612244897,1.125
2021,2021-06-23,Brazil,Russia,0,3,21,26,20,0,0,25,28,25,0,0,44,36,4,4,-,36,18,18,72,4,16,13,33,4,11,54,69,11,7,43,61,23,10,38,18,0,55,73,2021-06-23_Brazil_Russia,0,1.0,-0.12962962962962962,0.09302325581395349,-0.9230769230769231,0.34210526315789475,-0.12962962962962962,0.09302325581395349
2021,2021-06-23,Russia,Brazil,3,0,25,28,25,0,0,21,26,20,0,0,56,40,9,7,-,40,9,26,75,9,14,8,31,7,15,54,76,11,4,43,58,19,10,33,21,2,49,72,2021-06-23_Brazil_Russia,1,1.1923076923076923,-0.14814814814814814,0.16279069767441862,-0.625,0.2727272727272727,-0.14814814814814814,0.16279069767441862
2021,2021-06-23,Bulgaria,Slovenia,0,3,23,16,18,0,0,25,25,25,0,0,44,34,8,2,-,34,16,24,74,8,20,7,35,2,17,39,58,18,3,44,65,11,5,23,27,2,42,71,2021-06-23_Bulgaria_Slovenia,0,0.75,-0.38461538461538464,0.3409090909090909,-1.7142857142857142,0.2608695652173913,-0.38461538461538464,0.3409090909090909
2021,2021-06-23,Slovenia,Bulgaria,3,0,25,25,25,0,0,23,16,18,0,0,44,36,5,3,-,36,12,17,65,5,15,13,33,3,9,62,74,12,2,27,41,29,11,43,18,0,48,66,2021-06-23_Bulgaria_Slovenia,1,1.411764705882353,-0.0967741935483871,0.37037037037037035,-0.7692307692307693,0.4186046511627907,-0.0967741935483871,0.37037037037037035
2021,2021-06-23,Canada,Serbia,3,2,17,21,25,25,17,25,25,17,20,15,67,47,19,1,-,47,17,62,126,19,29,26,74,1,14,89,104,25,8,43,76,57,13,76,21,1,102,124,2021-06-23_Canada_Serbia,1,0.4838709677419355,-0.14606741573033707,0.3953488372093023,-0.38461538461538464,0.5789473684210527,-0.14606741573033707,0.3953488372093023
2021,2021-06-23,Serbia,Canada,2,3,25,25,17,20,15,17,21,25,25,17,79,62,9,8,-,62,28,51,141,9,16,35,60,8,27,68,103,30,1,59,90,59,9,74,29,2,114,145,2021-06-23_Canada_Serbia,0,0.6666666666666666,-0.27941176470588236,0.4915254237288136,-0.2,0.6756756756756757,-0.27941176470588236,0.4915254237288136
2021,2021-06-23,France,Poland,3,2,25,21,22,25,15,22,25,25,20,11,73,57,11,5,-,57,24,41,122,11,21,24,56,5,20,82,107,34,3,42,79,44,10,58,21,1,97,119,2021-06-23_France_Poland,1,0.8048780487804879,-0.18292682926829268,0.7380952380952381,-0.4166666666666667,0.5862068965517241,-0.18292682926829268,0.7380952380952381
2021,2021-06-23,Poland,France,2,3,22,25,25,20,11,25,21,22,25,15,70,52,15,3,-,52,19,38,109,15,23,22,60,3,25,76,104,36,5,46,87,36,12,54,29,1,86,116,2021-06-23_France_Poland,0,0.868421052631579,-0.2894736842105263,0.6739130434782609,-0.36363636363636365,0.4444444444444444,-0.2894736842105263,0.6739130434782609
2021,2021-06-23,Germany,Italy,2,3,12,26,22,25,13,25,24,25,21,15,66,52,9,5,-,52,25,54,131,9,23,14,46,5,21,73,99,27,5,55,87,53,15,76,33,1,97,131,2021-06-23_Germany_Italy,0,0.5,-0.2191780821917808,0.4,-1.0,0.5,-0.2191780821917808,0.4
2021,2021-06-23,Italy,Germany,3,2,25,24,25,21,15,12,26,22,25,13,78,58,15,5,-,58,17,50,125,15,22,25,62,5,22,82,109,17,5,56,78,56,12,73,30,2,91,123,2021-06-23_Germany_Italy,1,0.82,-0.2073170731707317,0.21428571428571427,-0.28,0.6027397260273972,-0.2073170731707317,0.21428571428571427
2021,2021-06-23,Japan,United States,0,3,21,23,20,0,0,25,25,25,0,0,40,35,3,2,-,35,12,41,88,3,7,3,13,2,13,51,66,24,2,29,55,23,17,41,12,0,72,84,2021-06-23_Japan_United States,0,0.5609756097560976,-0.21568627450980393,0.7586206896551724,-1.3333333333333333,0.14634146341463414,-0.21568627450980393,0.7586206896551724
2021,2021-06-23,United States,Japan,3,0,25,25,25,0,0,21,23,20,0,0,60,48,10,2,-,48,7,24,79,10,13,4,27,2,18,53,73,24,2,27,53,23,14,40,22,0,51,73,2021-06-23_Japan_United States,1,1.7083333333333333,-0.3018867924528302,0.8148148148148148,-0.75,0.225,-0.3018867924528302,0.8148148148148148
2021,2021-06-26,Brazil,France,3,0,25,25,25,0,0,20,18,19,0,0,57,45,9,3,-,45,9,21,75,9,14,22,45,3,12,58,73,12,2,35,49,28,7,36,18,1,56,75,2021-06-26_Brazil_France,1,1.7142857142857142,-0.15517241379310345,0.2857142857142857,-0.22727272727272727,0.5833333333333334,-0.15517241379310345,0.2857142857142857
2021,2021-06-26,France,Brazil,0,3,20,18,19,0,0,25,25,25,0,0,36,31,3,2,-,31,16,32,79,3,15,7,25,2,10,47,59,19,3,39,61,26,11,41,16,0,61,77,2021-06-26_Brazil_France,0,0.46875,-0.1702127659574468,0.41025641025641024,-1.7142857142857142,0.36585365853658536,-0.1702127659574468,0.41025641025641024
2021,2021-06-26,Poland,Slovenia,3,0,25,25,25,0,0,22,21,23,0,0,57,37,14,6,-,37,12,24,73,14,16,13,43,6,11,57,74,17,5,31,53,24,8,37,16,0,56,72,2021-06-26_Poland_Slovenia,1,1.0416666666666667,-0.08771929824561403,0.3870967741935484,-0.15384615384615385,0.43243243243243246,-0.08771929824561403,0.3870967741935484
2021,2021-06-26,Slovenia,Poland,0,3,22,21,23,0,0,25,25,25,0,0,49,38,6,5,-,38,18,27,83,6,12,11,29,5,14,48,67,16,6,41,63,27,8,41,19,0,64,83,2021-06-26_Poland_Slovenia,0,0.7407407407407407,-0.1875,0.24390243902439024,-0.5454545454545454,0.4634146341463415,-0.1875,0.24390243902439024
2021,2021-06-27,Brazil,Poland,3,1,22,25,25,25,0,25,23,16,14,0,69,54,9,6,-,54,13,35,102,9,13,17,39,6,17,73,96,17,3,42,62,43,15,62,22,0,81,103,2021-06-27_Brazil_Poland,1,1.1714285714285715,-0.1506849315068493,0.3333333333333333,-0.23529411764705882,0.45161290322580644,-0.1506849315068493,0.3333333333333333
2021,2021-06-27,Poland,Brazil,1,3,25,23,16,14,0,22,25,25,25,0,54,44,7,3,-,44,18,39,101,7,19,14,40,3,17,59,79,21,6,52,79,31,13,50,24,1,77,102,2021-06-27_Brazil_Poland,0,0.6666666666666666,-0.23728813559322035,0.28846153846153844,-0.8571428571428571,0.36,-0.23728813559322035,0.28846153846153844
2021,2021-06-27,France,Slovenia,3,0,25,25,25,0,0,20,18,19,0,0,60,44,11,5,-,44,10,21,75,11,16,15,42,5,12,56,73,17,3,28,48,30,6,38,15,0,56,71,2021-06-27_France_Slovenia,1,1.619047619047619,-0.125,0.5,-0.3333333333333333,0.631578947368421,-0.125,0.5
2021,2021-06-27,Slovenia,France,0,3,20,18,19,0,0,25,25,25,0,0,40,31,6,3,-,31,15,31,77,6,24,12,42,3,11,45,59,16,5,40,61,26,3,32,17,0,62,79,2021-06-27_France_Slovenia,0,0.5161290322580645,-0.17777777777777778,0.275,-1.5,0.71875,-0.17777777777777778,0.275
2022,2022-06-07,Serbia,Bulgaria,3,1,19,25,25,25,0,25,19,22,20,0,66,54,4,8,-,54,21,30,105,4,17,18,39,8,8,77,93,10,3,61,74,19,33,76,32,2,71,105,2022-06-07_Bulgaria_Serbia,1,1.1,0.0,0.11475409836065574,-0.7222222222222222,-0.18421052631578946,0.0,0.11475409836065574
2022,2022-06-07,Bulgaria,Serbia,1,3,25,19,22,20,0,19,25,25,25,0,70,52,15,3,-,52,15,32,99,15,27,17,59,3,13,71,87,10,8,67,85,10,27,56,53,2,43,98,2022-06-07_Bulgaria_Serbia,0,1.15625,-0.14084507042253522,0.029850746268656716,-0.7058823529411765,-0.30357142857142855,-0.14084507042253522,0.029850746268656716
2022,2022-06-07,Germany,Canada,3,0,25,25,30,0,0,19,20,28,0,0,57,43,6,8,-,43,9,34,86,6,18,9,33,8,15,54,77,17,4,37,58,23,4,42,25,1,59,85,2022-06-07_Canada_Germany,1,1.0,-0.12962962962962962,0.35135135135135137,-1.3333333333333333,0.4523809523809524,-0.12962962962962962,0.35135135135135137
2022,2022-06-07,Canada,Germany,0,3,19,20,28,0,0,25,25,30,0,0,45,37,4,4,-,37,16,21,74,4,19,19,42,4,11,54,69,10,8,44,62,24,10,42,20,2,55,77,2022-06-07_Canada_Germany,0,1.0,-0.12962962962962962,0.045454545454545456,-0.7894736842105263,0.3333333333333333,-0.12962962962962962,0.045454545454545456
2022,2022-06-07,Iran,China,3,1,25,19,25,25,0,15,25,22,15,0,69,48,7,14,-,48,13,22,83,7,15,10,32,14,13,64,91,11,5,49,65,26,5,39,29,2,32,63,2022-06-07_China_Iran,1,1.5909090909090908,0.015625,0.12244897959183673,-0.8,0.5384615384615384,0.015625,0.12244897959183673
2022,2022-06-07,China,Iran,1,3,15,25,22,15,0,25,19,25,25,0,55,44,6,5,-,44,14,23,81,6,12,8,26,5,12,60,77,14,14,50,78,18,6,30,21,4,34,59,2022-06-07_China_Iran,0,1.3043478260869565,-0.11666666666666667,0.0,-0.75,0.4,-0.11666666666666667,0.0
2022,2022-06-07,United States,Slovenia,3,0,25,25,25,0,0,19,19,14,0,0,57,36,14,7,-,36,9,22,67,14,9,20,43,7,13,54,74,10,3,28,41,28,5,38,18,0,22,40,2022-06-07_Slovenia_United States,1,1.2272727272727273,-0.1111111111111111,0.25,0.25,0.6052631578947368,-0.1111111111111111,0.25
2022,2022-06-07,Slovenia,United States,0,3,19,19,14,0,0,25,25,25,0,0,34,27,4,3,-,27,20,30,77,4,7,12,23,3,12,38,53,14,7,40,61,26,8,37,20,0,25,45,2022-06-07_Slovenia_United States,0,0.23333333333333334,-0.23684210526315788,0.175,-0.25,0.4864864864864865,-0.23684210526315788,0.175
2022,2022-06-08,Poland,Argentina,3,0,25,25,25,0,0,21,22,23,0,0,55,45,7,3,-,45,11,29,85,7,15,24,46,3,17,54,74,15,3,34,52,37,11,52,26,1,58,85,2022-06-08_Argentina_Poland,1,1.1724137931034482,-0.25925925925925924,0.35294117647058826,-0.3333333333333333,0.5,-0.25925925925925924,0.35294117647058826
2022,2022-06-08,Argentina,Poland,0,3,21,22,23,0,0,25,25,25,0,0,40,31,6,3,-,31,10,43,84,6,16,20,42,3,15,49,67,9,3,45,57,23,18,51,31,0,52,83,2022-06-08_Argentina_Poland,0,0.4883720930232558,-0.24489795918367346,0.13333333333333333,-0.5,0.09803921568627451,-0.24489795918367346,0.13333333333333333
2022,2022-06-08,Brazil,Australia,3,0,25,25,25,0,0,14,18,21,0,0,45,29,11,5,-,29,7,37,73,11,18,22,51,5,8,61,74,16,1,19,36,37,6,50,40,1,33,74,2022-06-08_Australia_Brazil,1,0.5945945945945946,-0.04918032786885246,0.7894736842105263,-0.3181818181818182,0.62,-0.04918032786885246,0.7894736842105263
2022,2022-06-08,Australia,Brazil,0,3,14,18,21,0,0,25,25,25,0,0,41,35,5,1,-,35,20,35,90,5,8,21,34,1,18,35,54,16,5,45,66,35,8,49,28,2,57,87,2022-06-08_Australia_Brazil,0,0.42857142857142855,-0.4857142857142857,0.24444444444444444,-0.14285714285714285,0.5510204081632653,-0.4857142857142857,0.24444444444444444
2022,2022-06-08,Italy,France,0,3,22,24,19,0,0,25,26,25,0,0,42,34,6,2,-,34,16,43,93,6,18,16,40,2,18,47,67,4,4,52,60,32,9,60,45,1,49,95,2022-06-08_France_Italy,0,0.4186046511627907,-0.3404255319148936,0.0,-0.75,0.38333333333333336,-0.3404255319148936,0.0
2022,2022-06-08,France,Italy,3,0,25,26,25,0,0,22,24,19,0,0,47,37,6,4,-,37,14,34,85,6,15,22,43,4,14,56,74,14,2,33,49,34,10,59,48,1,34,83,2022-06-08_France_Italy,1,0.6764705882352942,-0.17857142857142858,0.36363636363636365,-0.4090909090909091,0.4067796610169492,-0.17857142857142858,0.36363636363636365
2022,2022-06-08,Netherlands,Japan,1,3,25,24,22,17,0,22,26,25,25,0,60,48,9,3,-,48,20,37,105,9,22,18,49,3,16,70,89,20,6,56,82,31,8,45,26,2,74,102,2022-06-08_Japan_Netherlands,0,0.7567567567567568,-0.18571428571428572,0.25,-0.7222222222222222,0.5111111111111111,-0.18571428571428572,0.25
2022,2022-06-08,Japan,Netherlands,3,1,22,26,25,25,0,25,24,22,17,0,70,54,10,6,-,54,18,35,107,10,25,16,51,6,15,76,97,28,3,42,73,40,11,57,39,1,68,108,2022-06-08_Japan_Netherlands,1,1.0285714285714285,-0.11842105263157894,0.5952380952380952,-0.9375,0.5087719298245614,-0.11842105263157894,0.5952380952380952
2022,2022-06-09,Germany,Argentina,1,3,25,22,17,20,0,18,25,25,25,0,63,48,6,9,-,48,20,35,103,6,13,22,41,9,18,58,85,13,6,61,80,25,14,52,16,2,83,101,2022-06-09_Argentina_Germany,0,0.8,-0.15517241379310345,0.11475409836065574,-0.3181818181818182,0.21153846153846154,-0.15517241379310345,0.11475409836065574
2022,2022-06-09,Argentina,Germany,3,1,18,25,25,25,0,25,22,17,20,0,63,47,10,6,-,47,14,40,101,10,29,20,59,6,12,74,92,17,9,41,67,30,12,58,26,0,68,94,2022-06-09_Argentina_Germany,1,0.825,-0.08108108108108109,0.1951219512195122,-0.95,0.3103448275862069,-0.08108108108108109,0.1951219512195122
